"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"0:02:33.2512347","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2512618","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2512864","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","IndexNumber: 0x1000000009640"
"0:02:33.2513124","crytolocker.exe","3060","Thread Exit","","SUCCESS","Thread ID: 3028, User Time: 0.0312500, Kernel Time: 0.1093750"
"0:02:33.2513395","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\ole32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2514439","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","AllocationSize: 1,413,120, EndOfFile: 1,412,608, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2515140","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\ole32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2521720","crytolocker.exe","1492","CreateFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2523260","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2523531","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2523776","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","IndexNumber: 0x1000000004958"
"0:02:33.2524026","crytolocker.exe","1492","CreateFileMapping","C:\Windows\Globalization\zh-TW.nlx","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2524239","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","AllocationSize: 4,096, EndOfFile: 2,276, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2524850","crytolocker.exe","1492","CreateFileMapping","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2526519","crytolocker.exe","1492","CreateFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2527914","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2528185","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2528427","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","IndexNumber: 0x1000000009374"
"0:02:33.2528673","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2528893","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","AllocationSize: 122,880, EndOfFile: 119,808, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2529468","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2531119","crytolocker.exe","1492","CreateFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2532600","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2533450","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2533703","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","IndexNumber: 0x10000000094e2"
"0:02:33.2533948","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\msctf.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2534165","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS","AllocationSize: 831,488, EndOfFile: 828,928, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2534787","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\msctf.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2536492","crytolocker.exe","1492","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2537728","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2538068","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2538313","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","IndexNumber: 0x1000000009863"
"0:02:33.2538794","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2539871","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","AllocationSize: 245,760, EndOfFile: 245,760, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2540337","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2541938","crytolocker.exe","1492","CreateFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2543166","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2543564","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2543817","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","IndexNumber: 0x1000000009648"
"0:02:33.2544493","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2544720","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","AllocationSize: 573,440, EndOfFile: 571,904, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2545248","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2546682","crytolocker.exe","1492","CreateFile","C:\Windows\SysWOW64\setupapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2547911","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\setupapi.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2548352","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\setupapi.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2548655","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\setupapi.dll","SUCCESS","IndexNumber: 0x1000000009774"
"0:02:33.2548923","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\setupapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2549143","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\setupapi.dll","SUCCESS","AllocationSize: 1,671,168, EndOfFile: 1,668,608, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2549757","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\setupapi.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2551145","crytolocker.exe","1492","CreateFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2552471","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2552742","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2552984","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","IndexNumber: 0x1000000009185"
"0:02:33.2553226","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\cfgmgr32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2553443","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","AllocationSize: 147,456, EndOfFile: 145,920, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2553898","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2555376","crytolocker.exe","1492","CreateFile","C:\Windows\SysWOW64\devobj.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Disposition: Open, Options: Non-Directory File, Complete If Oplocked, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2556713","crytolocker.exe","1492","SetBasicInformationFile","C:\Windows\SysWOW64\devobj.dll","SUCCESS","CreationTime: 1601/01/01 7:59:59, LastAccessTime: 1601/01/01 7:59:59, LastWriteTime: 1601/01/01 7:59:59, ChangeTime: 1601/01/01 7:59:59, FileAttributes: n/a"
"0:02:33.2556981","crytolocker.exe","1492","QueryAttributeTagFile","C:\Windows\SysWOW64\devobj.dll","SUCCESS","Attributes: A, ReparseTag: 0x0"
"0:02:33.2557223","crytolocker.exe","1492","QueryFileInternalInformationFile","C:\Windows\SysWOW64\devobj.dll","SUCCESS","IndexNumber: 0x1000000009222"
"0:02:33.2557465","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\devobj.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2557682","crytolocker.exe","1492","QueryStandardInformationFile","C:\Windows\SysWOW64\devobj.dll","SUCCESS","AllocationSize: 65,536, EndOfFile: 64,512, NumberOfLinks: 2, DeletePending: False, Directory: False"
"0:02:33.2558217","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\devobj.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2569397","crytolocker.exe","1492","CloseFile","C:\Windows\System32\locale.nls","SUCCESS",""
"0:02:33.2571008","crytolocker.exe","1492","CloseFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS",""
"0:02:33.2571774","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2573270","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2573809","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\wow64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2575453","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\wow64.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2576056","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\wow64win.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2577274","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\wow64win.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2578687","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2581307","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2581813","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2583699","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\kernel32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2584299","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\kernel32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2585235","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2585831","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\user32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2586774","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\user32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2587363","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2588382","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2589961","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\apisetschema.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2590908","crytolocker.exe","1492","CreateFileMapping","C:\Windows\System32\apisetschema.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2591533","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\KernelBase.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2592501","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2593029","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\user32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2594153","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\user32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2595544","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\gdi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2596552","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2597015","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\lpk.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2598041","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\lpk.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2598493","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\usp10.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2599421","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\usp10.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2600144","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\msvcrt.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2601550","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2602016","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\advapi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2602944","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2603407","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\sechost.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2604823","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\sechost.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2605308","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\rpcrt4.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2606251","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2606728","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\sspicli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2607660","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2608607","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\cryptbase.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2609615","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2610070","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\ole32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2611021","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\ole32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2611480","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2612430","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2612889","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\msctf.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2613919","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\msctf.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2614508","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2615491","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2616687","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2618024","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2619090","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\setupapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2620289","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\setupapi.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2620752","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\cfgmgr32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2621923","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2622371","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\devobj.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"0:02:33.2623426","crytolocker.exe","1492","CreateFileMapping","C:\Windows\SysWOW64\devobj.dll","SUCCESS","SyncType: SyncTypeOther"
"0:02:33.2625442","crytolocker.exe","1492","CloseFile","C:\Windows\System32\ntdll.dll","SUCCESS",""
"0:02:33.2626194","crytolocker.exe","1492","CloseFile","C:\Windows\System32\wow64.dll","SUCCESS",""
"0:02:33.2626880","crytolocker.exe","1492","CloseFile","C:\Windows\System32\wow64win.dll","SUCCESS",""
"0:02:33.2627552","crytolocker.exe","1492","CloseFile","C:\Windows\System32\wow64cpu.dll","SUCCESS",""
"0:02:33.2628311","crytolocker.exe","1492","CloseFile","C:\Windows\System32\kernel32.dll","SUCCESS",""
"0:02:33.2628987","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS",""
"0:02:33.2629894","crytolocker.exe","1492","CloseFile","C:\Windows\System32\user32.dll","SUCCESS",""
"0:02:33.2630660","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS",""
"0:02:33.2631336","crytolocker.exe","1492","CloseFile","C:\Windows\System32\apisetschema.dll","SUCCESS",""
"0:02:33.2632116","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS",""
"0:02:33.2632788","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\user32.dll","SUCCESS",""
"0:02:33.2633457","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\gdi32.dll","SUCCESS",""
"0:02:33.2634125","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\lpk.dll","SUCCESS",""
"0:02:33.2634993","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\usp10.dll","SUCCESS",""
"0:02:33.2635654","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS",""
"0:02:33.2636315","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\advapi32.dll","SUCCESS",""
"0:02:33.2636973","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\sechost.dll","SUCCESS",""
"0:02:33.2637645","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS",""
"0:02:33.2638472","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\sspicli.dll","SUCCESS",""
"0:02:33.2639152","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS",""
"0:02:33.2639835","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS",""
"0:02:33.2640518","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS",""
"0:02:33.2641182","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\msctf.dll","SUCCESS",""
"0:02:33.2641869","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"0:02:33.2642935","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS",""
"0:02:33.2644113","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\setupapi.dll","SUCCESS",""
"0:02:33.2644847","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS",""
"0:02:33.2645649","crytolocker.exe","1492","CloseFile","C:\Windows\SysWOW64\devobj.dll","SUCCESS",""
"0:02:33.2646382","crytolocker.exe","1492","CloseFile","C:","SUCCESS",""
"0:02:33.2685842","crytolocker.exe","1492","CreateFile","C:\Windows","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"0:02:33.2692115","crytolocker.exe","1492","CreateFile","C:\Windows\System32\wow64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
